"Version","index","questions_original","question_original","questions","question","choices_original","(choice|CorrectChoice)_original","choices","choice","CorrectChoice"
"2","1","4","2","1","1","1","1","1","1",""
"2","2","4","2","1","1","1","2","1","2",""
"2","3","4","2","1","1","1","3","1","3",""
"2","4","4","2","1","1","1","4","1","","4"
"2","5","4","6","1","2","1","3","1","1",""
"2","6","4","6","1","2","1","4","1","","2"
"2","7","4","6","1","2","1","2","1","3",""
"2","8","4","6","1","2","1","1","1","4",""
"2","9","4","7","1","3","1","4","1","","1"
"2","10","4","7","1","3","1","3","1","2",""
"2","11","4","7","1","3","1","2","1","3",""
"2","12","4","7","1","3","1","1","1","4",""
"2","13","5","1","2","4","1","2","1","1",""
"2","14","5","1","2","4","1","4","1","","2"
"2","15","5","1","2","4","1","1","1","3",""
"2","16","5","1","2","4","1","3","1","4",""
"2","17","1","5","3","5","1","2","1","1",""
"2","18","1","5","3","5","1","3","1","2",""
"2","19","1","5","3","5","1","4","1","","3"
"2","20","1","5","3","5","1","1","1","4",""
"2","21","1","6","3","6","1","4","1","","1"
"2","22","1","6","3","6","1","1","1","2",""
"2","23","1","6","3","6","1","2","1","3",""
"2","24","1","6","3","6","1","3","1","4",""
"2","25","1","2","3","7","1","2","1","1",""
"2","26","1","2","3","7","1","1","1","2",""
"2","27","1","2","3","7","1","4","1","","3"
"2","28","1","2","3","7","1","3","1","4",""
"2","29","2","8","4","8","1","4","1","1",""
"2","30","2","8","4","8","1","1","1","2",""
"2","31","2","8","4","8","1","3","1","","3"
"2","32","2","8","4","8","1","2","1","4",""
"2","33","2","13","4","9","1","1","1","1",""
"2","34","2","13","4","9","1","3","1","2",""
"2","35","2","13","4","9","1","4","1","3",""
"2","36","2","13","4","9","1","2","1","","4"
"2","37","2","9","4","10","1","2","1","1",""
"2","38","2","9","4","10","1","1","1","2",""
"2","39","2","9","4","10","1","4","1","","3"
"2","40","2","9","4","10","1","3","1","4",""
"2","41","2","2","4","11","1","3","1","1",""
"2","42","2","2","4","11","1","2","1","2",""
"2","43","2","2","4","11","1","4","1","","3"
"2","44","2","2","4","11","1","1","1","4",""
"2","45","2","17","4","12","1","2","1","1",""
"2","46","2","17","4","12","1","3","1","2",""
"2","47","2","17","4","12","1","1","1","3",""
"2","48","2","17","4","12","1","4","1","","4"
"2","49","3","5","5","13","1","2","1","","1"
"2","50","3","5","5","13","1","3","1","2",""
"2","51","3","5","5","13","1","4","1","3",""
"2","52","3","5","5","13","1","1","1","4",""
"2","53","3","4","5","14","1","2","1","1",""
"2","54","3","4","5","14","1","1","1","2",""
"2","55","3","4","5","14","1","3","1","3",""
"2","56","3","4","5","14","1","4","1","","4"
"2","57","3","7","5","15","1","3","1","1",""
"2","58","3","7","5","15","1","1","1","2",""
"2","59","3","7","5","15","1","2","1","3",""
"2","60","3","7","5","15","1","4","1","","4"
"3","1","2","15","1","1","1","4","1","","1"
"3","2","2","15","1","1","1","2","1","2",""
"3","3","2","15","1","1","1","3","1","3",""
"3","4","2","15","1","1","1","1","1","4",""
"3","5","2","20","1","2","1","3","1","1",""
"3","6","2","20","1","2","1","2","1","2",""
"3","7","2","20","1","2","1","4","1","","3"
"3","8","2","20","1","2","1","1","1","4",""
"3","9","2","14","1","3","1","4","1","","1"
"3","10","2","14","1","3","1","3","1","2",""
"3","11","2","14","1","3","1","2","1","3",""
"3","12","2","14","1","3","1","1","1","4",""
"3","13","2","1","1","4","1","1","1","1",""
"3","14","2","1","1","4","1","2","1","2",""
"3","15","2","1","1","4","1","3","1","3",""
"3","16","2","1","1","4","1","4","1","","4"
"3","17","2","17","1","5","1","1","1","1",""
"3","18","2","17","1","5","1","2","1","2",""
"3","19","2","17","1","5","1","4","1","","3"
"3","20","2","17","1","5","1","3","1","4",""
"3","21","3","3","2","6","1","2","1","1",""
"3","22","3","3","2","6","1","4","1","","2"
"3","23","3","3","2","6","1","3","1","3",""
"3","24","3","3","2","6","1","1","1","4",""
"3","25","3","4","2","7","1","1","1","1",""
"3","26","3","4","2","7","1","4","1","","2"
"3","27","3","4","2","7","1","3","1","3",""
"3","28","3","4","2","7","1","2","1","4",""
"3","29","3","1","2","8","1","4","1","","1"
"3","30","3","1","2","8","1","2","1","2",""
"3","31","3","1","2","8","1","1","1","3",""
"3","32","3","1","2","8","1","3","1","4",""
"3","33","4","7","3","9","1","2","1","1",""
"3","34","4","7","3","9","1","1","1","2",""
"3","35","4","7","3","9","1","4","1","","3"
"3","36","4","7","3","9","1","3","1","4",""
"3","37","4","5","3","10","1","2","1","1",""
"3","38","4","5","3","10","1","4","1","","2"
"3","39","4","5","3","10","1","1","1","3",""
"3","40","4","5","3","10","1","3","1","4",""
"3","41","4","2","3","11","1","2","1","1",""
"3","42","4","2","3","11","1","1","1","2",""
"3","43","4","2","3","11","1","4","1","","3"
"3","44","4","2","3","11","1","3","1","4",""
"3","45","1","6","4","12","1","4","1","","1"
"3","46","1","6","4","12","1","1","1","2",""
"3","47","1","6","4","12","1","3","1","3",""
"3","48","1","6","4","12","1","2","1","4",""
"3","49","1","2","4","13","1","3","1","1",""
"3","50","1","2","4","13","1","4","1","","2"
"3","51","1","2","4","13","1","1","1","3",""
"3","52","1","2","4","13","1","2","1","4",""
"3","53","1","4","4","14","1","1","1","1",""
"3","54","1","4","4","14","1","4","1","","2"
"3","55","1","4","4","14","1","2","1","3",""
"3","56","1","4","4","14","1","3","1","4",""
"3","57","5","1","5","15","1","1","1","1",""
"3","58","5","1","5","15","1","2","1","2",""
"3","59","5","1","5","15","1","3","1","3",""
"3","60","5","1","5","15","1","4","1","","4"
"4","1","2","19","1","1","1","1","1","1",""
"4","2","2","19","1","1","1","3","1","2",""
"4","3","2","19","1","1","1","2","1","3",""
"4","4","2","19","1","1","1","4","1","","4"
"4","5","2","12","1","2","1","2","1","1",""
"4","6","2","12","1","2","1","1","1","2",""
"4","7","2","12","1","2","1","3","1","3",""
"4","8","2","12","1","2","1","4","1","","4"
"4","9","2","18","1","3","1","1","1","1",""
"4","10","2","18","1","3","1","4","1","","2"
"4","11","2","18","1","3","1","2","1","3",""
"4","12","2","18","1","3","1","3","1","4",""
"4","13","2","14","1","4","1","1","1","1",""
"4","14","2","14","1","4","1","2","1","2",""
"4","15","2","14","1","4","1","4","1","","3"
"4","16","2","14","1","4","1","3","1","4",""
"4","17","2","13","1","5","1","4","1","1",""
"4","18","2","13","1","5","1","1","1","2",""
"4","19","2","13","1","5","1","3","1","3",""
"4","20","2","13","1","5","1","2","1","","4"
"4","21","1","1","2","6","1","4","1","","1"
"4","22","1","1","2","6","1","3","1","2",""
"4","23","1","1","2","6","1","1","1","3",""
"4","24","1","1","2","6","1","2","1","4",""
"4","25","1","2","2","7","1","1","1","1",""
"4","26","1","2","2","7","1","4","1","","2"
"4","27","1","2","2","7","1","3","1","3",""
"4","28","1","2","2","7","1","2","1","4",""
"4","29","1","8","2","8","1","1","1","1",""
"4","30","1","8","2","8","1","2","1","2",""
"4","31","1","8","2","8","1","4","1","","3"
"4","32","1","8","2","8","1","3","1","4",""
"4","33","5","1","3","9","1","4","1","","1"
"4","34","5","1","3","9","1","1","1","2",""
"4","35","5","1","3","9","1","3","1","3",""
"4","36","5","1","3","9","1","2","1","4",""
"4","37","4","6","4","10","1","1","1","1",""
"4","38","4","6","4","10","1","2","1","2",""
"4","39","4","6","4","10","1","4","1","","3"
"4","40","4","6","4","10","1","3","1","4",""
"4","41","4","3","4","11","1","2","1","1",""
"4","42","4","3","4","11","1","3","1","2",""
"4","43","4","3","4","11","1","1","1","3",""
"4","44","4","3","4","11","1","4","1","","4"
"4","45","4","2","4","12","1","1","1","1",""
"4","46","4","2","4","12","1","2","1","2",""
"4","47","4","2","4","12","1","4","1","","3"
"4","48","4","2","4","12","1","3","1","4",""
"4","49","3","7","5","13","1","1","1","1",""
"4","50","3","7","5","13","1","4","1","","2"
"4","51","3","7","5","13","1","2","1","3",""
"4","52","3","7","5","13","1","3","1","4",""
"4","53","3","3","5","14","1","1","1","1",""
"4","54","3","3","5","14","1","2","1","2",""
"4","55","3","3","5","14","1","4","1","","3"
"4","56","3","3","5","14","1","3","1","4",""
"4","57","3","1","5","15","1","2","1","1",""
"4","58","3","1","5","15","1","1","1","2",""
"4","59","3","1","5","15","1","3","1","3",""
"4","60","3","1","5","15","1","4","1","","4"
"5","1","5","1","1","1","1","3","1","1",""
"5","2","5","1","1","1","1","2","1","2",""
"5","3","5","1","1","1","1","4","1","","3"
"5","4","5","1","1","1","1","1","1","4",""
"5","5","1","4","2","2","1","4","1","","1"
"5","6","1","4","2","2","1","3","1","2",""
"5","7","1","4","2","2","1","2","1","3",""
"5","8","1","4","2","2","1","1","1","4",""
"5","9","1","2","2","3","1","2","1","1",""
"5","10","1","2","2","3","1","3","1","2",""
"5","11","1","2","2","3","1","1","1","3",""
"5","12","1","2","2","3","1","4","1","","4"
"5","13","1","8","2","4","1","4","1","","1"
"5","14","1","8","2","4","1","3","1","2",""
"5","15","1","8","2","4","1","2","1","3",""
"5","16","1","8","2","4","1","1","1","4",""
"5","17","2","10","3","5","1","1","1","1",""
"5","18","2","10","3","5","1","4","1","","2"
"5","19","2","10","3","5","1","3","1","3",""
"5","20","2","10","3","5","1","2","1","4",""
"5","21","2","17","3","6","1","2","1","1",""
"5","22","2","17","3","6","1","1","1","2",""
"5","23","2","17","3","6","1","3","1","3",""
"5","24","2","17","3","6","1","4","1","","4"
"5","25","2","9","3","7","1","2","1","1",""
"5","26","2","9","3","7","1","3","1","2",""
"5","27","2","9","3","7","1","1","1","3",""
"5","28","2","9","3","7","1","4","1","","4"
"5","29","2","19","3","8","1","3","1","1",""
"5","30","2","19","3","8","1","2","1","2",""
"5","31","2","19","3","8","1","1","1","3",""
"5","32","2","19","3","8","1","4","1","","4"
"5","33","2","15","3","9","1","2","1","1",""
"5","34","2","15","3","9","1","3","1","2",""
"5","35","2","15","3","9","1","1","1","3",""
"5","36","2","15","3","9","1","4","1","","4"
"5","37","4","3","4","10","1","2","1","1",""
"5","38","4","3","4","10","1","4","1","","2"
"5","39","4","3","4","10","1","1","1","3",""
"5","40","4","3","4","10","1","3","1","4",""
"5","41","4","2","4","11","1","1","1","1",""
"5","42","4","2","4","11","1","3","1","2",""
"5","43","4","2","4","11","1","2","1","3",""
"5","44","4","2","4","11","1","4","1","","4"
"5","45","4","4","4","12","1","2","1","1",""
"5","46","4","4","4","12","1","4","1","2",""
"5","47","4","4","4","12","1","3","1","","3"
"5","48","4","4","4","12","1","1","1","4",""
"5","49","3","6","5","13","1","1","1","1",""
"5","50","3","6","5","13","1","3","1","2",""
"5","51","3","6","5","13","1","2","1","3",""
"5","52","3","6","5","13","1","4","1","","4"
"5","53","3","5","5","14","1","1","1","1",""
"5","54","3","5","5","14","1","4","1","2",""
"5","55","3","5","5","14","1","2","1","","3"
"5","56","3","5","5","14","1","3","1","4",""
"5","57","3","4","5","15","1","4","1","","1"
"5","58","3","4","5","15","1","1","1","2",""
"5","59","3","4","5","15","1","2","1","3",""
"5","60","3","4","5","15","1","3","1","4",""
"6","1","3","2","1","1","1","3","1","1",""
"6","2","3","2","1","1","1","1","1","2",""
"6","3","3","2","1","1","1","2","1","3",""
"6","4","3","2","1","1","1","4","1","","4"
"6","5","3","4","1","2","1","1","1","1",""
"6","6","3","4","1","2","1","3","1","2",""
"6","7","3","4","1","2","1","2","1","3",""
"6","8","3","4","1","2","1","4","1","","4"
"6","9","3","6","1","3","1","2","1","1",""
"6","10","3","6","1","3","1","3","1","2",""
"6","11","3","6","1","3","1","1","1","3",""
"6","12","3","6","1","3","1","4","1","","4"
"6","13","4","7","2","4","1","2","1","1",""
"6","14","4","7","2","4","1","1","1","2",""
"6","15","4","7","2","4","1","3","1","3",""
"6","16","4","7","2","4","1","4","1","","4"
"6","17","4","3","2","5","1","1","1","1",""
"6","18","4","3","2","5","1","4","1","","2"
"6","19","4","3","2","5","1","2","1","3",""
"6","20","4","3","2","5","1","3","1","4",""
"6","21","4","1","2","6","1","3","1","1",""
"6","22","4","1","2","6","1","4","1","","2"
"6","23","4","1","2","6","1","1","1","3",""
"6","24","4","1","2","6","1","2","1","4",""
"6","25","1","4","3","7","1","3","1","1",""
"6","26","1","4","3","7","1","4","1","","2"
"6","27","1","4","3","7","1","2","1","3",""
"6","28","1","4","3","7","1","1","1","4",""
"6","29","1","8","3","8","1","1","1","1",""
"6","30","1","8","3","8","1","3","1","2",""
"6","31","1","8","3","8","1","2","1","3",""
"6","32","1","8","3","8","1","4","1","","4"
"6","33","1","5","3","9","1","3","1","1",""
"6","34","1","5","3","9","1","4","1","","2"
"6","35","1","5","3","9","1","2","1","3",""
"6","36","1","5","3","9","1","1","1","4",""
"6","37","5","1","4","10","1","3","1","1",""
"6","38","5","1","4","10","1","2","1","2",""
"6","39","5","1","4","10","1","4","1","","3"
"6","40","5","1","4","10","1","1","1","4",""
"6","41","2","19","5","11","1","1","1","1",""
"6","42","2","19","5","11","1","3","1","2",""
"6","43","2","19","5","11","1","4","1","","3"
"6","44","2","19","5","11","1","2","1","4",""
"6","45","2","12","5","12","1","1","1","1",""
"6","46","2","12","5","12","1","4","1","","2"
"6","47","2","12","5","12","1","2","1","3",""
"6","48","2","12","5","12","1","3","1","4",""
"6","49","2","3","5","13","1","3","1","1",""
"6","50","2","3","5","13","1","1","1","2",""
"6","51","2","3","5","13","1","4","1","3",""
"6","52","2","3","5","13","1","2","1","","4"
"6","53","2","15","5","14","1","4","1","","1"
"6","54","2","15","5","14","1","2","1","2",""
"6","55","2","15","5","14","1","1","1","3",""
"6","56","2","15","5","14","1","3","1","4",""
"6","57","2","16","5","15","1","4","1","1",""
"6","58","2","16","5","15","1","2","1","2",""
"6","59","2","16","5","15","1","1","1","","3"
"6","60","2","16","5","15","1","3","1","4",""
"7","1","1","3","1","1","1","2","1","1",""
"7","2","1","3","1","1","1","3","1","2",""
"7","3","1","3","1","1","1","1","1","3",""
"7","4","1","3","1","1","1","4","1","","4"
"7","5","1","7","1","2","1","1","1","1",""
"7","6","1","7","1","2","1","3","1","2",""
"7","7","1","7","1","2","1","4","1","","3"
"7","8","1","7","1","2","1","2","1","4",""
"7","9","1","5","1","3","1","3","1","1",""
"7","10","1","5","1","3","1","1","1","2",""
"7","11","1","5","1","3","1","4","1","","3"
"7","12","1","5","1","3","1","2","1","4",""
"7","13","4","1","2","4","1","3","1","1",""
"7","14","4","1","2","4","1","2","1","2",""
"7","15","4","1","2","4","1","1","1","3",""
"7","16","4","1","2","4","1","4","1","","4"
"7","17","4","5","2","5","1","3","1","1",""
"7","18","4","5","2","5","1","4","1","","2"
"7","19","4","5","2","5","1","2","1","3",""
"7","20","4","5","2","5","1","1","1","4",""
"7","21","4","3","2","6","1","2","1","1",""
"7","22","4","3","2","6","1","4","1","","2"
"7","23","4","3","2","6","1","1","1","3",""
"7","24","4","3","2","6","1","3","1","4",""
"7","25","3","3","3","7","1","2","1","1",""
"7","26","3","3","3","7","1","3","1","2",""
"7","27","3","3","3","7","1","4","1","","3"
"7","28","3","3","3","7","1","1","1","4",""
"7","29","3","4","3","8","1","4","1","","1"
"7","30","3","4","3","8","1","1","1","2",""
"7","31","3","4","3","8","1","2","1","3",""
"7","32","3","4","3","8","1","3","1","4",""
"7","33","3","1","3","9","1","1","1","1",""
"7","34","3","1","3","9","1","2","1","2",""
"7","35","3","1","3","9","1","4","1","","3"
"7","36","3","1","3","9","1","3","1","4",""
"7","37","2","7","4","10","1","2","1","1",""
"7","38","2","7","4","10","1","1","1","2",""
"7","39","2","7","4","10","1","3","1","3",""
"7","40","2","7","4","10","1","4","1","","4"
"7","41","2","18","4","11","1","4","1","","1"
"7","42","2","18","4","11","1","2","1","2",""
"7","43","2","18","4","11","1","3","1","3",""
"7","44","2","18","4","11","1","1","1","4",""
"7","45","2","20","4","12","1","2","1","1",""
"7","46","2","20","4","12","1","3","1","2",""
"7","47","2","20","4","12","1","1","1","3",""
"7","48","2","20","4","12","1","4","1","","4"
"7","49","2","16","4","13","1","1","1","","1"
"7","50","2","16","4","13","1","2","1","2",""
"7","51","2","16","4","13","1","4","1","3",""
"7","52","2","16","4","13","1","3","1","4",""
"7","53","2","9","4","14","1","4","1","","1"
"7","54","2","9","4","14","1","1","1","2",""
"7","55","2","9","4","14","1","3","1","3",""
"7","56","2","9","4","14","1","2","1","4",""
"7","57","5","1","5","15","1","2","1","1",""
"7","58","5","1","5","15","1","1","1","2",""
"7","59","5","1","5","15","1","4","1","","3"
"7","60","5","1","5","15","1","3","1","4",""
"8","1","2","10","1","1","1","4","1","","1"
"8","2","2","10","1","1","1","2","1","2",""
"8","3","2","10","1","1","1","3","1","3",""
"8","4","2","10","1","1","1","1","1","4",""
"8","5","2","16","1","2","1","1","1","","1"
"8","6","2","16","1","2","1","3","1","2",""
"8","7","2","16","1","2","1","2","1","3",""
"8","8","2","16","1","2","1","4","1","4",""
"8","9","2","2","1","3","1","2","1","1",""
"8","10","2","2","1","3","1","1","1","2",""
"8","11","2","2","1","3","1","3","1","3",""
"8","12","2","2","1","3","1","4","1","","4"
"8","13","2","19","1","4","1","2","1","1",""
"8","14","2","19","1","4","1","4","1","","2"
"8","15","2","19","1","4","1","3","1","3",""
"8","16","2","19","1","4","1","1","1","4",""
"8","17","2","13","1","5","1","2","1","","1"
"8","18","2","13","1","5","1","4","1","2",""
"8","19","2","13","1","5","1","3","1","3",""
"8","20","2","13","1","5","1","1","1","4",""
"8","21","5","1","2","6","1","2","1","1",""
"8","22","5","1","2","6","1","4","1","","2"
"8","23","5","1","2","6","1","3","1","3",""
