Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Unit,Year,Month,Demand,IC,MRM Config,Model,Policy,Scenario
1,4,Mead.Pool Elevation,11-30-2018 23:59:00,1073.62,ft,2018,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,12-31-2018 23:59:00,1074.99,ft,2018,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,01-31-2019 23:59:00,1078.29,ft,2019,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,02-28-2019 23:59:00,1080.12,ft,2019,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,03-31-2019 23:59:00,1081.91,ft,2019,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,04-30-2019 23:59:00,1079.82,ft,2019,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,05-31-2019 23:59:00,1078.44,ft,2019,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,06-30-2019 23:59:00,1075.92,ft,2019,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,07-31-2019 23:59:00,1075.11,ft,2019,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,08-31-2019 23:59:00,1076.44,ft,2019,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,09-30-2019 23:59:00,1076.73,ft,2019,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,10-31-2019 23:59:00,1079.12,ft,2019,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,11-30-2019 23:59:00,1079.69,ft,2019,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,12-31-2019 23:59:00,1082.26,ft,2019,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,01-31-2020 23:59:00,1089.02,ft,2020,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,02-29-2020 23:59:00,1093.38,ft,2020,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,03-31-2020 23:59:00,1096.53,ft,2020,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,04-30-2020 23:59:00,1093.52,ft,2020,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,05-31-2020 23:59:00,1091.78,ft,2020,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,06-30-2020 23:59:00,1088.49,ft,2020,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,07-31-2020 23:59:00,1085.03,ft,2020,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,08-31-2020 23:59:00,1083.49,ft,2020,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,09-30-2020 23:59:00,1081.52,ft,2020,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,10-31-2020 23:59:00,1082.8,ft,2020,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,11-30-2020 23:59:00,1082.82,ft,2020,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,12-31-2020 23:59:00,1084.03,ft,2020,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,01-31-2021 23:59:00,1085.14,ft,2021,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,02-28-2021 23:59:00,1084.04,ft,2021,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,03-31-2021 23:59:00,1081.85,ft,2021,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,04-30-2021 23:59:00,1078.27,ft,2021,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,05-31-2021 23:59:00,1076.95,ft,2021,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,06-30-2021 23:59:00,1074.82,ft,2021,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,07-31-2021 23:59:00,1073.94,ft,2021,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,08-31-2021 23:59:00,1073.96,ft,2021,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,09-30-2021 23:59:00,1073.69,ft,2021,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,10-31-2021 23:59:00,1074.73,ft,2021,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,11-30-2021 23:59:00,1073.81,ft,2021,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,12-31-2021 23:59:00,1075.36,ft,2021,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,01-31-2022 23:59:00,1078.42,ft,2022,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,02-28-2022 23:59:00,1079.41,ft,2022,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,03-31-2022 23:59:00,1080.92,ft,2022,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,04-30-2022 23:59:00,1078.44,ft,2022,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,05-31-2022 23:59:00,1078.54,ft,2022,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,06-30-2022 23:59:00,1077.85,ft,2022,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,07-31-2022 23:59:00,1078.14,ft,2022,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,08-31-2022 23:59:00,1078.83,ft,2022,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,09-30-2022 23:59:00,1078.67,ft,2022,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,10-31-2022 23:59:00,1080.04,ft,2022,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,11-30-2022 23:59:00,1080.66,ft,2022,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Mead.Pool Elevation,12-31-2022 23:59:00,1082.11,ft,2022,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,01-31-2018 23:59:00,760000,acre-ft/month,2018,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,02-28-2018 23:59:00,680000,acre-ft/month,2018,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,03-31-2018 23:59:00,710000,acre-ft/month,2018,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,04-30-2018 23:59:00,750218,acre-ft/month,2018,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,05-31-2018 23:59:00,750218,acre-ft/month,2018,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,06-30-2018 23:59:00,792484,acre-ft/month,2018,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,07-31-2018 23:59:00,898148,acre-ft/month,2018,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,08-31-2018 23:59:00,950980,acre-ft/month,2018,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,09-30-2018 23:59:00,707952,acre-ft/month,2018,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,10-31-2018 23:59:00,640000,acre-ft/month,2018,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,11-30-2018 23:59:00,640000,acre-ft/month,2018,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,12-31-2018 23:59:00,720000,acre-ft/month,2018,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,01-31-2019 23:59:00,860000,acre-ft/month,2019,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,02-28-2019 23:59:00,750000,acre-ft/month,2019,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,03-31-2019 23:59:00,800000,acre-ft/month,2019,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,04-30-2019 23:59:00,710000,acre-ft/month,2019,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,05-31-2019 23:59:00,710000,acre-ft/month,2019,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,06-30-2019 23:59:00,750000,acre-ft/month,2019,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,07-31-2019 23:59:00,850000,acre-ft/month,2019,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,08-31-2019 23:59:00,900000,acre-ft/month,2019,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,09-30-2019 23:59:00,670000,acre-ft/month,2019,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,10-31-2019 23:59:00,640000,acre-ft/month,2019,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,11-30-2019 23:59:00,640000,acre-ft/month,2019,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,12-31-2019 23:59:00,720000,acre-ft/month,2019,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,01-31-2020 23:59:00,668746,acre-ft/month,2020,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,02-29-2020 23:59:00,594441,acre-ft/month,2020,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,03-31-2020 23:59:00,626949,acre-ft/month,2020,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,04-30-2020 23:59:00,557288,acre-ft/month,2020,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,05-31-2020 23:59:00,557288,acre-ft/month,2020,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,06-30-2020 23:59:00,585153,acre-ft/month,2020,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,07-31-2020 23:59:00,659458,acre-ft/month,2020,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,08-31-2020 23:59:00,705898,acre-ft/month,2020,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,09-30-2020 23:59:00,524780,acre-ft/month,2020,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,10-31-2020 23:59:00,640000,acre-ft/month,2020,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,11-30-2020 23:59:00,640000,acre-ft/month,2020,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,12-31-2020 23:59:00,720000,acre-ft/month,2020,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,01-31-2021 23:59:00,760000,acre-ft/month,2021,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,02-28-2021 23:59:00,680000,acre-ft/month,2021,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,03-31-2021 23:59:00,710000,acre-ft/month,2021,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,04-30-2021 23:59:00,750218,acre-ft/month,2021,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,05-31-2021 23:59:00,750218,acre-ft/month,2021,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,06-30-2021 23:59:00,792484,acre-ft/month,2021,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,07-31-2021 23:59:00,898148,acre-ft/month,2021,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,08-31-2021 23:59:00,950980,acre-ft/month,2021,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,09-30-2021 23:59:00,707952,acre-ft/month,2021,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,10-31-2021 23:59:00,640000,acre-ft/month,2021,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,11-30-2021 23:59:00,640000,acre-ft/month,2021,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,12-31-2021 23:59:00,720000,acre-ft/month,2021,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,01-31-2022 23:59:00,760000,acre-ft/month,2022,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,02-28-2022 23:59:00,680000,acre-ft/month,2022,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,03-31-2022 23:59:00,710000,acre-ft/month,2022,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,04-30-2022 23:59:00,750218,acre-ft/month,2022,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,05-31-2022 23:59:00,750218,acre-ft/month,2022,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,06-30-2022 23:59:00,792484,acre-ft/month,2022,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,07-31-2022 23:59:00,898148,acre-ft/month,2022,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,08-31-2022 23:59:00,950980,acre-ft/month,2022,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,09-30-2022 23:59:00,707952,acre-ft/month,2022,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,10-31-2022 23:59:00,640000,acre-ft/month,2022,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,11-30-2022 23:59:00,640000,acre-ft/month,2022,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,4,Powell.Outflow,12-31-2022 23:59:00,720000,acre-ft/month,2022,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,01-31-2018 23:59:00,1079.44,ft,2018,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,02-28-2018 23:59:00,1078.09,ft,2018,February,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,03-31-2018 23:59:00,1075.43,ft,2018,March,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,04-30-2018 23:59:00,1071.86,ft,2018,April,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,05-31-2018 23:59:00,1069.74,ft,2018,May,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,06-30-2018 23:59:00,1068.39,ft,2018,June,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,07-31-2018 23:59:00,1067.9,ft,2018,July,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,08-31-2018 23:59:00,1068.8,ft,2018,August,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,09-30-2018 23:59:00,1069.99,ft,2018,September,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,10-31-2018 23:59:00,1070.64,ft,2018,October,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,11-30-2018 23:59:00,1070.06,ft,2018,November,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,12-31-2018 23:59:00,1070.6,ft,2018,December,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
1,3,Mead.Pool Elevation,01-31-2019 23:59:00,1073.46,ft,2019,January,2007Dems,2002,ISM1988_2014,Apr2017_2018_2.5.1.9000,IG,"ISM1988_2014,2007Dems,IG,2002"
